"S.N.","Project Code","Partner Institution","Partner Code","Name of the Project","State","State Code","Project District","District Code","New Local Unit","Local Unit code","Branch","BLB","Extension Counter","Tablet","Other Major Products (Local units coverage)","Beneficiaries","S-CF Funds","Allocated Funds to Local Units","Allocated Beneficiaries at Local Units","Female Pct","Total Beneficiaries","Female Beneficiaries","Status","Start date","End Date","Project Year"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Hansapur",183,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Janaknandini",184,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Janakpur",185,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Kamala Siddhidatri",186,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Laxminiya",187,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Mithila",189,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Mithila Bihari",188,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Mukhiyapatti Musaharamiya",190,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Nagarayin",191,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Sabaila",192,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 2",2,"Dhanusha",17,"Shahidnagar",193,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Baiteshwor",246,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Bhimeshwor",247,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Bigu",248,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Gaurishankar",249,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Jiri",250,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Kalinchowk",251,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Melung",252,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Shailung",253,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Bagmati",3,"Dolakha",22,"Tamakoshi",254,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Dolpa",62,"Charka Tangsong",636,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Dolpa",62,"Dolpobuddha",637,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Dolpa",62,"Jagadulla",638,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Dolpa",62,"Kaike",639,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Dolpa",62,"Mudkechula",640,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Dolpa",62,"Se Phoksundo",641,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Dolpa",62,"Thulibheri",642,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Dolpa",62,"Tripura Sundari",643,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"Aadarsha",706,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"Begtan",708,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"Budhikedar",707,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"Dipayal Silgadi",709,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"Jorayal",710,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"K I Singh",711,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"Purbichauki",712,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"Sayal",713,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Sudurpaschim",7,"Doti",70,"Shikhar",714,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Aarughat",403,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Ajirkot",404,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Bhimsen",405,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Chumanubri",406,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Dharche",407,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Gandaki",408,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Gorkha",409,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Palungtar",410,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Shahid Lakhan",411,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Siranchowk",412,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Gandaki",4,"Gorkha",36,"Sulikot",413,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Chandrakot",482,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Chhatrakot",483,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Dhurkot",484,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Gulmidurbar",485,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Isma",486,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Kaligandaki",487,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Madane",488,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Malika",489,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Musikot",490,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Resunga",491,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Ruru",492,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 5",5,"Gulmi",51,"Satyawati",493,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Humla",66,"Aadanchuli",665,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Humla",66,"Chankhelle",666,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Humla",66,"Kharpunath",667,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Humla",66,"Namkha",668,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Humla",66,"Sarkegad",669,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Humla",66,"Simikot",670,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Humla",66,"Tajakot",671,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Chulachuli",18,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Deumai",19,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Fakfokthum ",20,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Ilam",21,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Mai",22,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Mai Jogmai",23,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Mangsebung",24,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Rong",25,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Sandakpur",26,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Ilam",3,"Suryodaya",27,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Jajarkot",60,"Barekot",629,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Jajarkot",60,"Bheri",630,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Jajarkot",60,"Chejagadh",631,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Jajarkot",60,"Junichhande",632,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Jajarkot",60,"Kuse",633,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Jajarkot",60,"Shivalaya",634,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Karnali",6,"Jajarkot",60,"Tribeni Nalgad",635,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Jhapa",4,"Arjundhara",28,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
64,"4-4-184","Chhimek Laghubitta Bittiya Sanstha",3,"Inclusive Micro Finance through Digitisation of Business Processes","Province 1",1,"Jhapa",4,"Barhadashi",29,0,0,0,0,1,0,0,118794.427501344,382.763612217795,100,383,383,"Ongoing","2018-09-01","2020-07-31","meshbahadurbasnet@chhimekbank.org"
